subID	Model	randi	Mp0	delta0	wp0	scl0	Mp	delta	wp	scl	detla2	nll	nllsd	success	iterations
22102709.000000	1.000000	23.000000	84.718184	0.200348	NaN	NaN	NaN	10.713287	0.952686	NaN	NaN	NaN	343.287257	0.027350	2.000000	12.000000
22102709.000000	1.000000	24.000000	22.734287	-0.138022	NaN	NaN	NaN	11.262964	0.413435	NaN	NaN	NaN	344.209843	0.031867	2.000000	11.000000
22102709.000000	1.000000	20.000000	17.143212	0.326373	NaN	NaN	NaN	11.276749	0.704733	NaN	NaN	NaN	343.438145	0.031732	2.000000	11.000000
22102709.000000	1.000000	6.000000	19.065937	0.128732	NaN	NaN	NaN	10.958008	0.566992	NaN	NaN	NaN	343.752830	0.031166	2.000000	11.000000
22102709.000000	1.000000	27.000000	73.298064	0.243952	NaN	NaN	NaN	10.090912	1.327283	NaN	NaN	NaN	343.505081	0.029603	2.000000	13.000000
22102709.000000	1.000000	34.000000	88.858936	-0.009252	NaN	NaN	NaN	11.441406	0.686011	NaN	NaN	NaN	343.475869	0.031916	2.000000	14.000000
22102709.000000	1.000000	16.000000	56.865260	0.130965	NaN	NaN	NaN	11.393066	1.900439	NaN	NaN	NaN	344.953228	0.036550	2.000000	11.000000
22102709.000000	1.000000	18.000000	9.838545	0.072970	NaN	NaN	NaN	10.734719	0.985284	NaN	NaN	NaN	343.252506	0.036684	2.000000	14.000000
22102709.000000	1.000000	11.000000	21.177653	-0.149516	NaN	NaN	NaN	9.991211	0.497852	NaN	NaN	NaN	344.836862	0.041277	2.000000	11.000000
22102709.000000	1.000000	25.000000	20.174572	-0.188922	NaN	NaN	NaN	11.484506	0.587359	NaN	NaN	NaN	343.569270	0.030998	2.000000	16.000000
22102709.000000	1.000000	35.000000	95.598546	0.060359	NaN	NaN	NaN	10.886253	0.769337	NaN	NaN	NaN	343.262303	0.030383	2.000000	15.000000
22102709.000000	1.000000	12.000000	19.515176	0.078892	NaN	NaN	NaN	10.438213	1.097813	NaN	NaN	NaN	343.281798	0.032198	2.000000	16.000000
22102709.000000	1.000000	33.000000	91.370269	0.217180	NaN	NaN	NaN	9.826742	0.854134	NaN	NaN	NaN	343.620072	0.040789	2.000000	15.000000
22102709.000000	1.000000	29.000000	42.447333	0.150940	NaN	NaN	NaN	10.641167	1.056176	NaN	NaN	NaN	343.337484	0.033463	2.000000	18.000000
22102709.000000	1.000000	21.000000	60.750270	-0.047943	NaN	NaN	NaN	10.736737	0.917731	NaN	NaN	NaN	343.290713	0.029981	2.000000	17.000000
22102709.000000	1.000000	26.000000	18.722607	0.179135	NaN	NaN	NaN	11.507874	0.762604	NaN	NaN	NaN	343.465275	0.028717	1.000000	20.000000
22102709.000000	1.000000	31.000000	91.354153	-0.120021	NaN	NaN	NaN	10.481163	1.476328	NaN	NaN	NaN	343.734661	0.037331	1.000000	20.000000
22102709.000000	1.000000	9.000000	36.762098	0.350700	NaN	NaN	NaN	11.558999	0.655620	NaN	NaN	NaN	343.426616	0.036040	2.000000	16.000000
22102709.000000	1.000000	39.000000	76.775964	0.373911	NaN	NaN	NaN	10.807701	0.812424	NaN	NaN	NaN	343.299464	0.037498	2.000000	16.000000
22102709.000000	1.000000	30.000000	21.938753	-0.108120	NaN	NaN	NaN	10.810356	0.887474	NaN	NaN	NaN	343.306661	0.030425	2.000000	17.000000
22102709.000000	1.000000	13.000000	1.812571	0.189211	NaN	NaN	NaN	11.106035	0.627962	NaN	NaN	NaN	343.504762	0.029731	1.000000	20.000000
22102709.000000	1.000000	15.000000	94.303096	0.269080	NaN	NaN	NaN	10.356971	1.040474	NaN	NaN	NaN	343.286520	0.036748	2.000000	18.000000
22102709.000000	1.000000	1.000000	34.944716	0.111180	NaN	NaN	NaN	10.690062	0.987024	NaN	NaN	NaN	343.254208	0.035024	2.000000	19.000000
22102709.000000	1.000000	37.000000	75.235442	-0.008268	NaN	NaN	NaN	10.934924	0.936532	NaN	NaN	NaN	343.301096	0.031684	2.000000	24.000000
22102709.000000	1.000000	14.000000	15.594506	0.207214	NaN	NaN	NaN	10.715603	0.903581	NaN	NaN	NaN	343.199763	0.034283	1.000000	20.000000
22102709.000000	1.000000	8.000000	10.385055	0.040758	NaN	NaN	NaN	10.981297	0.843011	NaN	NaN	NaN	343.303739	0.033612	1.000000	21.000000
22102709.000000	1.000000	3.000000	18.823515	-0.022308	NaN	NaN	NaN	11.256821	0.949528	NaN	NaN	NaN	343.364490	0.038130	1.000000	21.000000
22102709.000000	1.000000	32.000000	74.587302	0.147116	NaN	NaN	NaN	10.861120	0.874056	NaN	NaN	NaN	343.341596	0.037509	2.000000	23.000000
22102709.000000	1.000000	19.000000	99.447286	-0.132359	NaN	NaN	NaN	10.586896	1.042485	NaN	NaN	NaN	343.279590	0.031774	1.000000	27.000000
22102709.000000	1.000000	38.000000	61.802268	-0.084027	NaN	NaN	NaN	10.838537	0.919588	NaN	NaN	NaN	343.308225	0.029892	2.000000	22.000000
22102709.000000	1.000000	17.000000	47.316357	0.245919	NaN	NaN	NaN	10.790917	0.905450	NaN	NaN	NaN	343.224511	0.039435	2.000000	28.000000
22102709.000000	1.000000	7.000000	98.285923	0.075486	NaN	NaN	NaN	10.455201	1.084010	NaN	NaN	NaN	343.316312	0.037502	1.000000	23.000000
22102709.000000	1.000000	28.000000	68.485601	0.169345	NaN	NaN	NaN	10.698574	0.875686	NaN	NaN	NaN	343.279554	0.026402	2.000000	25.000000
22102709.000000	1.000000	10.000000	95.191293	0.347408	NaN	NaN	NaN	10.348678	1.063683	NaN	NaN	NaN	343.293424	0.033628	1.000000	29.000000
22102709.000000	2.000000	18.000000	29.250944	-0.065451	NaN	1.554579	NaN	11.634766	1.014063	NaN	0.000000	NaN	343.590254	0.034071	2.000000	12.000000
22102709.000000	2.000000	5.000000	95.849064	0.289459	NaN	1.296929	NaN	11.090942	1.168311	NaN	0.000000	NaN	343.555683	0.029479	2.000000	12.000000
22102709.000000	2.000000	19.000000	54.016714	-0.030586	NaN	1.414652	NaN	11.199707	0.788770	NaN	0.000000	NaN	343.269471	0.037156	2.000000	13.000000
22102709.000000	2.000000	17.000000	2.859379	0.316698	NaN	1.803680	NaN	10.772579	0.987461	NaN	0.000000	NaN	343.282502	0.038999	2.000000	13.000000
22102709.000000	2.000000	25.000000	18.896393	-0.058354	NaN	0.614565	NaN	13.955078	0.323828	NaN	0.058594	NaN	344.982125	0.024806	2.000000	13.000000
22102709.000000	2.000000	6.000000	75.410745	0.196633	NaN	1.275908	NaN	10.695915	1.031293	NaN	0.000000	NaN	343.271888	0.033141	2.000000	14.000000
22102709.000000	2.000000	34.000000	20.450253	-0.121222	NaN	0.617083	NaN	10.722965	0.906280	NaN	0.487226	NaN	343.656604	0.036689	2.000000	11.000000
22102709.000000	2.000000	36.000000	64.106313	0.103378	NaN	0.503649	NaN	10.749542	1.068925	NaN	0.000000	NaN	343.317247	0.036402	2.000000	14.000000
22102709.000000	2.000000	22.000000	4.813884	0.060669	NaN	1.771754	NaN	10.883090	0.907330	NaN	0.074107	NaN	343.247277	0.036394	2.000000	11.000000
22102709.000000	2.000000	26.000000	53.902396	0.054301	NaN	0.800979	NaN	10.782015	0.889015	NaN	0.000000	NaN	343.215218	0.031170	2.000000	14.000000
22102709.000000	2.000000	12.000000	52.043931	0.199674	NaN	0.388777	NaN	11.580242	0.666576	NaN	0.000000	NaN	343.423726	0.033777	2.000000	14.000000
22102709.000000	2.000000	14.000000	53.703987	-0.105040	NaN	0.069120	NaN	10.970093	0.456250	NaN	0.167969	NaN	344.190613	0.041274	2.000000	12.000000
22102709.000000	2.000000	40.000000	4.697527	-0.043812	NaN	0.374496	NaN	11.304695	0.803079	NaN	0.000000	NaN	343.347469	0.032238	2.000000	14.000000
22102709.000000	2.000000	8.000000	43.988820	0.365336	NaN	1.505026	NaN	10.169464	1.401111	NaN	0.657532	NaN	344.266956	0.033845	2.000000	16.000000
22102709.000000	2.000000	21.000000	3.402561	-0.197372	NaN	0.260243	NaN	16.092066	0.087001	NaN	0.008272	NaN	346.911655	0.029408	2.000000	11.000000
22102709.000000	2.000000	1.000000	35.554160	0.254286	NaN	1.798362	NaN	13.471680	0.540955	NaN	0.000000	NaN	344.500278	0.031191	2.000000	14.000000
22102709.000000	2.000000	16.000000	84.539772	-0.130898	NaN	0.392264	NaN	10.208740	0.367334	NaN	0.385498	NaN	345.910185	0.031473	2.000000	16.000000
22102709.000000	2.000000	37.000000	52.798835	0.020696	NaN	1.098326	NaN	10.913878	0.860371	NaN	0.000003	NaN	343.281067	0.026284	2.000000	15.000000
22102709.000000	2.000000	29.000000	32.220604	0.320608	NaN	1.718626	NaN	10.919935	0.924537	NaN	0.000000	NaN	343.226621	0.038950	2.000000	15.000000
22102709.000000	2.000000	27.000000	77.207224	0.084764	NaN	1.418408	NaN	10.574570	0.927624	NaN	0.015625	NaN	343.261292	0.029373	2.000000	17.000000
22102709.000000	2.000000	13.000000	25.132215	0.094952	NaN	1.156202	NaN	11.062382	0.820168	NaN	0.000827	NaN	343.338151	0.034885	2.000000	20.000000
22102709.000000	2.000000	11.000000	57.206357	0.056084	NaN	1.260537	NaN	10.862792	0.854154	NaN	0.116186	NaN	343.260211	0.032948	2.000000	17.000000
22102709.000000	2.000000	2.000000	47.046268	-0.175259	NaN	0.447443	NaN	11.126720	0.798970	NaN	0.000000	NaN	343.313241	0.027100	1.000000	21.000000
22102709.000000	2.000000	33.000000	66.005259	-0.036041	NaN	1.775895	NaN	10.804119	0.969858	NaN	0.000083	NaN	343.251162	0.038651	2.000000	20.000000
22102709.000000	2.000000	23.000000	8.737970	0.077764	NaN	1.536006	NaN	10.923615	0.827305	NaN	0.000000	NaN	343.223138	0.037236	1.000000	18.000000
22102709.000000	2.000000	32.000000	22.665004	0.250466	NaN	1.660069	NaN	11.100148	0.911755	NaN	0.154873	NaN	343.364837	0.032311	2.000000	20.000000
22102709.000000	2.000000	30.000000	66.576146	0.286259	NaN	1.228013	NaN	10.925512	0.762697	NaN	0.000000	NaN	343.325430	0.030436	2.000000	21.000000
22102709.000000	2.000000	3.000000	33.615226	0.393958	NaN	0.206040	NaN	10.559204	1.051265	NaN	0.000000	NaN	343.309823	0.030361	1.000000	22.000000
22102709.000000	2.000000	35.000000	74.771534	0.308661	NaN	0.072307	NaN	10.169464	0.823683	NaN	0.000000	NaN	343.447478	0.029889	1.000000	24.000000
22102709.000000	2.000000	28.000000	19.183422	-0.096586	NaN	0.865189	NaN	11.286920	0.746542	NaN	0.240210	NaN	343.459409	0.034587	2.000000	21.000000
22102709.000000	2.000000	9.000000	64.404669	0.125712	NaN	0.899274	NaN	10.896367	0.942759	NaN	0.000000	NaN	343.287137	0.034653	1.000000	24.000000
22102709.000000	2.000000	4.000000	81.182695	0.194164	NaN	1.342110	NaN	10.464872	0.888399	NaN	0.143126	NaN	343.389986	0.041058	2.000000	24.000000
22102709.000000	2.000000	15.000000	81.431130	-0.009308	NaN	1.565659	NaN	10.229537	1.176958	NaN	0.000040	NaN	343.424943	0.035505	2.000000	22.000000
22102709.000000	2.000000	24.000000	46.906456	0.147131	NaN	0.249848	NaN	11.224868	0.760029	NaN	0.000782	NaN	343.324071	0.042644	1.000000	26.000000
22102709.000000	2.000000	31.000000	37.243325	0.021936	NaN	1.864079	NaN	10.695916	0.931303	NaN	0.050920	NaN	343.251227	0.032980	1.000000	24.000000
22102709.000000	2.000000	20.000000	13.433501	0.300183	NaN	1.340429	NaN	10.478991	1.005312	NaN	0.000000	NaN	343.297914	0.046055	1.000000	32.000000
22102709.000000	2.000000	39.000000	41.423376	0.341181	NaN	0.810597	NaN	10.175839	1.314309	NaN	0.000001	NaN	343.576181	0.037327	2.000000	28.000000
22102709.000000	2.000000	38.000000	78.194763	0.048344	NaN	1.444484	NaN	11.992480	0.381247	NaN	0.555869	NaN	344.630703	0.034231	1.000000	29.000000
22102709.000000	2.000000	10.000000	42.291237	0.050072	NaN	0.105036	NaN	11.195954	0.792021	NaN	0.000000	NaN	343.314637	0.035577	1.000000	31.000000
22102709.000000	2.000000	7.000000	27.618195	0.077755	NaN	0.443330	NaN	11.152931	0.655890	NaN	0.085008	NaN	343.447944	0.036990	1.000000	31.000000
22102709.000000	3.000000	27.000000	16.155144	0.090020	0.901417	NaN	NaN	20.420532	-0.008014	0.071948	NaN	NaN	353.096758	0.026717	2.000000	11.000000
22102709.000000	3.000000	29.000000	81.179272	0.328098	0.269329	NaN	NaN	4.383789	0.081744	0.240967	NaN	NaN	347.217677	0.024993	2.000000	11.000000
22102709.000000	3.000000	17.000000	6.892521	-0.184506	0.798291	NaN	NaN	8.774312	0.814020	0.026430	NaN	NaN	343.714783	0.031363	2.000000	11.000000
22102709.000000	3.000000	31.000000	97.777071	-0.111745	1.237386	NaN	NaN	0.000017	0.907524	0.245531	NaN	NaN	344.581516	0.039881	2.000000	11.000000
22102709.000000	3.000000	26.000000	31.600364	0.300752	0.669079	NaN	NaN	0.000017	0.805108	0.252233	NaN	NaN	344.624083	0.035320	2.000000	11.000000
22102709.000000	3.000000	5.000000	84.922513	0.292879	0.293344	NaN	NaN	2.051392	-0.036011	1.468359	NaN	NaN	373.123508	0.027234	2.000000	13.000000
22102709.000000	3.000000	7.000000	26.377640	0.258574	1.217755	NaN	NaN	2.135986	0.859009	0.196021	NaN	NaN	344.229207	0.034977	2.000000	11.000000
22102709.000000	3.000000	30.000000	99.371111	-0.006359	0.445332	NaN	NaN	32.855957	-0.019238	0.621387	NaN	NaN	371.322771	0.033399	2.000000	12.000000
22102709.000000	3.000000	40.000000	50.099100	0.070698	1.288829	NaN	NaN	62.246582	-0.171729	0.021533	NaN	NaN	370.809158	0.035419	2.000000	13.000000
22102709.000000	3.000000	35.000000	54.912834	0.070012	1.335294	NaN	NaN	35.140015	-0.103394	0.243018	NaN	NaN	365.896328	0.027337	2.000000	12.000000
22102709.000000	3.000000	37.000000	53.571987	-0.127771	1.247149	NaN	NaN	1.546892	0.646255	0.238307	NaN	NaN	344.796644	0.037026	2.000000	11.000000
22102709.000000	3.000000	32.000000	44.233366	0.031831	1.185180	NaN	NaN	0.000158	0.771606	0.251189	NaN	NaN	344.618328	0.038809	2.000000	11.000000
22102709.000000	3.000000	22.000000	3.110889	0.273100	0.785611	NaN	NaN	24.949028	-0.131522	0.000000	NaN	NaN	353.716016	0.038596	2.000000	14.000000
22102709.000000	3.000000	21.000000	88.642772	0.054804	0.475238	NaN	NaN	10.156015	0.537274	0.049881	NaN	NaN	344.064270	0.041502	2.000000	11.000000
22102709.000000	3.000000	6.000000	32.636212	0.324975	1.247155	NaN	NaN	4.605720	0.659930	0.098962	NaN	NaN	345.949052	0.036793	2.000000	11.000000
22102709.000000	3.000000	12.000000	95.523002	0.117989	0.615172	NaN	NaN	13.683945	0.689518	0.004270	NaN	NaN	344.962291	0.035360	2.000000	11.000000
22102709.000000	3.000000	16.000000	9.872527	0.366066	0.164301	NaN	NaN	0.000158	0.783501	0.244270	NaN	NaN	344.487332	0.034099	2.000000	16.000000
22102709.000000	3.000000	13.000000	76.187801	-0.113356	1.315157	NaN	NaN	11.263153	0.636554	0.000000	NaN	NaN	343.448383	0.040565	2.000000	17.000000
22102709.000000	3.000000	11.000000	83.257923	0.076469	0.172020	NaN	NaN	8.927734	0.757056	0.109717	NaN	NaN	345.425172	0.032851	2.000000	17.000000
22102709.000000	3.000000	14.000000	36.004609	-0.059491	1.196832	NaN	NaN	11.238228	0.732854	0.000064	NaN	NaN	343.389039	0.038930	2.000000	18.000000
22102709.000000	3.000000	34.000000	33.179168	0.103751	0.506758	NaN	NaN	12.075466	0.404587	0.000000	NaN	NaN	344.100100	0.038313	2.000000	11.000000
22102709.000000	3.000000	25.000000	87.495960	0.293498	1.227294	NaN	NaN	12.822113	0.265294	0.000000	NaN	NaN	344.759732	0.038578	2.000000	16.000000
22102709.000000	3.000000	3.000000	85.610221	0.040733	1.017275	NaN	NaN	0.000005	0.786006	0.249289	NaN	NaN	344.555371	0.038763	2.000000	17.000000
22102709.000000	3.000000	10.000000	95.151339	0.028834	0.667257	NaN	NaN	10.755018	0.444025	0.033560	NaN	NaN	344.038048	0.038094	2.000000	15.000000
22102709.000000	3.000000	8.000000	92.170328	0.013537	0.942165	NaN	NaN	0.000725	0.448738	0.364153	NaN	NaN	348.041160	0.029183	1.000000	20.000000
22102709.000000	3.000000	15.000000	53.905023	0.024634	0.419019	NaN	NaN	15.742708	0.259266	0.058618	NaN	NaN	348.886269	0.030246	2.000000	18.000000
22102709.000000	3.000000	24.000000	23.862958	-0.189134	0.334860	NaN	NaN	9.965428	1.064023	0.013755	NaN	NaN	343.346183	0.030368	2.000000	17.000000
22102709.000000	3.000000	23.000000	41.378738	0.215243	0.679061	NaN	NaN	0.002991	0.966913	0.235242	NaN	NaN	344.496275	0.031817	2.000000	24.000000
22102709.000000	3.000000	1.000000	79.520570	-0.112344	0.909892	NaN	NaN	10.375499	0.663062	0.000000	NaN	NaN	343.668293	0.032715	2.000000	18.000000
22102709.000000	3.000000	38.000000	78.550276	0.350576	0.956186	NaN	NaN	10.819928	0.916327	0.000000	NaN	NaN	343.193975	0.034616	2.000000	20.000000
22102709.000000	3.000000	18.000000	8.337040	0.123200	0.726633	NaN	NaN	10.778241	0.823852	0.000000	NaN	NaN	343.327989	0.034159	2.000000	21.000000
22102709.000000	3.000000	33.000000	40.681898	0.260184	0.332499	NaN	NaN	10.921737	0.951025	0.000000	NaN	NaN	343.291919	0.032046	2.000000	20.000000
22102709.000000	3.000000	20.000000	94.919832	0.053717	0.748302	NaN	NaN	5.238564	0.212435	0.194831	NaN	NaN	345.967174	0.032230	2.000000	22.000000
22102709.000000	3.000000	28.000000	7.174122	0.394564	0.796725	NaN	NaN	9.823013	0.984399	0.013570	NaN	NaN	343.328319	0.035529	2.000000	23.000000
22102709.000000	3.000000	9.000000	65.702571	0.219474	0.143354	NaN	NaN	12.682313	0.225539	0.023147	NaN	NaN	345.243914	0.033217	1.000000	19.000000
22102709.000000	3.000000	39.000000	46.967701	0.189748	0.558377	NaN	NaN	10.456113	0.937768	0.000000	NaN	NaN	343.287680	0.033423	1.000000	24.000000
22102709.000000	3.000000	19.000000	86.846284	0.233345	0.121283	NaN	NaN	11.512311	0.620094	0.002111	NaN	NaN	343.550176	0.029366	1.000000	29.000000
22102709.000000	3.000000	36.000000	15.457156	-0.051079	0.462921	NaN	NaN	11.454247	0.699606	0.000000	NaN	NaN	343.400525	0.034915	1.000000	27.000000
22102709.000000	3.000000	4.000000	65.813826	0.108246	0.695451	NaN	NaN	9.922874	1.486374	0.004989	NaN	NaN	343.744340	0.040849	2.000000	24.000000
22102709.000000	3.000000	2.000000	27.456067	-0.171572	0.751907	NaN	NaN	10.141375	0.934993	0.000359	NaN	NaN	343.364658	0.035479	1.000000	31.000000
22102709.000000	4.000000	21.000000	83.686040	-0.102548	0.267948	1.801993	NaN	23.526367	0.475879	0.000000	0.847656	NaN	354.704516	0.033900	2.000000	14.000000
22102709.000000	4.000000	8.000000	98.320462	0.164670	0.150088	1.395969	NaN	31.889160	-0.014258	0.719141	0.494141	NaN	372.196445	0.028237	2.000000	14.000000
22102709.000000	4.000000	6.000000	64.870336	-0.036204	1.071194	0.426502	NaN	26.704712	-0.090430	0.421606	0.997559	NaN	365.925904	0.036917	2.000000	13.000000
22102709.000000	4.000000	4.000000	70.762241	0.166831	1.004855	1.465515	NaN	37.146118	0.143066	0.000000	0.852295	NaN	363.020575	0.026095	2.000000	14.000000
22102709.000000	4.000000	26.000000	99.252423	0.114260	0.713835	0.142353	NaN	10.553162	1.089703	0.000000	0.000000	NaN	343.396904	0.034568	2.000000	15.000000
22102709.000000	4.000000	39.000000	1.956905	0.023798	0.234272	0.224494	NaN	0.212327	0.345101	0.256657	0.091060	NaN	345.612496	0.035147	2.000000	13.000000
22102709.000000	4.000000	34.000000	92.109422	0.096318	0.873983	1.880320	NaN	12.191476	0.442374	0.028371	0.440515	NaN	344.807586	0.025846	2.000000	13.000000
22102709.000000	4.000000	24.000000	55.857679	-0.098897	0.733005	1.791119	NaN	0.000017	0.909649	0.233728	0.000000	NaN	344.590117	0.030686	2.000000	18.000000
22102709.000000	4.000000	22.000000	10.895980	-0.184943	0.443640	1.398950	NaN	10.525215	0.863362	0.000000	0.000000	NaN	343.240982	0.032839	2.000000	13.000000
22102709.000000	4.000000	5.000000	3.343828	0.067172	0.366543	1.937212	NaN	1.172211	1.055627	0.219658	0.473511	NaN	344.750726	0.042186	2.000000	13.000000
22102709.000000	4.000000	27.000000	82.630860	-0.152516	1.124229	0.789023	NaN	10.695160	0.927490	0.000000	0.000000	NaN	343.255138	0.040804	2.000000	19.000000
22102709.000000	4.000000	13.000000	20.218571	-0.051221	0.673447	0.774937	NaN	9.938670	1.024533	0.000028	0.000000	NaN	343.428409	0.046056	2.000000	18.000000
22102709.000000	4.000000	14.000000	43.709549	0.003030	1.200846	0.730902	NaN	0.002991	1.035907	0.236823	0.000000	NaN	344.587916	0.036622	2.000000	15.000000
22102709.000000	4.000000	17.000000	49.578441	0.106284	0.951147	1.183790	NaN	10.435333	0.829410	0.000000	0.004959	NaN	343.348652	0.029885	2.000000	20.000000
22102709.000000	4.000000	25.000000	60.288161	0.161636	0.895112	0.425009	NaN	7.227643	0.640307	0.089326	0.011837	NaN	343.768521	0.038804	2.000000	16.000000
22102709.000000	4.000000	12.000000	66.719765	0.007275	0.952973	1.929749	NaN	10.789290	1.035378	0.000000	0.088850	NaN	343.335234	0.033804	2.000000	19.000000
22102709.000000	4.000000	40.000000	31.102589	-0.164904	0.277792	1.171591	NaN	0.000000	1.003156	0.229128	0.005356	NaN	344.643709	0.041597	2.000000	18.000000
22102709.000000	4.000000	30.000000	43.542629	0.137384	0.463538	1.587054	NaN	0.000000	1.016951	0.231251	0.000000	NaN	344.525569	0.043014	2.000000	20.000000
22102709.000000	4.000000	31.000000	57.862382	-0.164607	0.082546	0.241144	NaN	10.937560	0.852405	0.000100	0.000925	NaN	343.214117	0.038352	1.000000	20.000000
22102709.000000	4.000000	9.000000	5.075035	-0.069477	1.193944	1.039595	NaN	2.819975	0.871103	0.183699	0.043363	NaN	344.149205	0.038289	1.000000	18.000000
22102709.000000	4.000000	15.000000	66.119289	-0.010821	0.450488	0.438553	NaN	2.738462	0.854223	0.183046	0.065143	NaN	344.135767	0.035723	2.000000	20.000000
22102709.000000	4.000000	11.000000	49.349822	-0.123073	1.373529	0.828501	NaN	0.007821	0.831459	0.242339	0.000000	NaN	344.553514	0.040083	1.000000	24.000000
22102709.000000	4.000000	23.000000	50.943800	0.263274	0.097304	1.592101	NaN	0.097027	0.792879	0.246059	0.000000	NaN	344.566509	0.033665	2.000000	20.000000
22102709.000000	4.000000	1.000000	6.404111	0.091666	0.476466	1.874545	NaN	0.000000	0.994281	0.237287	0.000000	NaN	344.551445	0.039267	2.000000	21.000000
22102709.000000	4.000000	28.000000	18.142458	0.107108	0.834134	0.881430	NaN	10.465091	1.008394	0.000000	0.000005	NaN	343.275551	0.030724	1.000000	23.000000
22102709.000000	4.000000	35.000000	32.680382	0.326583	0.571535	1.921858	NaN	0.018864	0.960944	0.239104	0.009481	NaN	344.510544	0.038594	2.000000	26.000000
22102709.000000	4.000000	19.000000	22.332318	0.126002	0.688838	1.800062	NaN	10.569023	0.943604	0.000000	0.234390	NaN	343.355872	0.036183	2.000000	23.000000
22102709.000000	4.000000	32.000000	44.642400	0.038345	0.586180	1.436020	NaN	0.000753	1.047149	0.230143	0.000000	NaN	344.589800	0.027121	1.000000	22.000000
22102709.000000	4.000000	33.000000	12.132502	0.374150	0.460157	1.020547	NaN	1.112498	0.409353	0.273309	0.000010	NaN	345.569918	0.031717	1.000000	22.000000
22102709.000000	4.000000	3.000000	29.135560	0.090273	1.296731	1.201087	NaN	10.803925	0.972260	0.000128	0.000000	NaN	343.317669	0.035329	1.000000	27.000000
22102709.000000	4.000000	2.000000	12.580828	-0.095255	0.674236	0.623075	NaN	1.227026	1.213395	0.211220	0.000756	NaN	344.555173	0.044437	1.000000	25.000000
22102709.000000	4.000000	16.000000	19.934455	0.043741	1.087892	1.062674	NaN	17.722245	-0.165452	0.012587	0.000206	NaN	349.833129	0.045282	2.000000	28.000000
22102709.000000	4.000000	10.000000	70.336052	0.171396	1.162188	0.502562	NaN	9.690291	0.788095	0.029133	0.000000	NaN	343.378048	0.038405	2.000000	29.000000
22102709.000000	4.000000	20.000000	74.456857	0.394346	0.674228	1.980444	NaN	1.747990	0.508423	0.229954	0.201907	NaN	344.871515	0.036024	1.000000	26.000000
22102709.000000	4.000000	29.000000	62.458662	-0.160650	0.184120	0.529769	NaN	10.687228	1.151335	0.003191	0.081003	NaN	343.462129	0.036038	1.000000	32.000000
22102709.000000	4.000000	38.000000	76.549985	-0.007603	0.731283	1.158654	NaN	5.885478	0.385746	0.151965	0.646312	NaN	345.309826	0.039229	1.000000	27.000000
22102709.000000	4.000000	36.000000	79.738337	0.232665	0.005732	1.903735	NaN	10.003717	0.957312	0.013132	0.032449	NaN	343.323681	0.029297	1.000000	34.000000
22102709.000000	4.000000	37.000000	25.254240	0.106301	0.477878	0.837686	NaN	0.000013	0.438305	0.289855	0.004331	NaN	345.467809	0.034310	1.000000	30.000000
22102709.000000	4.000000	18.000000	81.731269	0.248476	1.008958	0.682099	NaN	0.053368	1.207878	0.235270	0.000000	NaN	344.641455	0.033764	2.000000	35.000000
22102709.000000	4.000000	7.000000	49.966349	-0.171934	0.657416	1.931659	NaN	4.996614	0.541642	0.135442	0.251523	NaN	344.357117	0.034846	1.000000	28.000000
22102709.000000	5.000000	24.000000	38.363213	-0.187951	1.306536	0.393190	-0.024241	10.402100	0.015698	0.615747	0.947266	0.300537	363.109066	0.033665	2.000000	13.000000
22102709.000000	5.000000	26.000000	6.246659	-0.050084	0.358128	1.921879	0.358030	22.946289	0.138086	0.005469	0.764648	-0.018066	353.163132	0.029998	2.000000	14.000000
22102709.000000	5.000000	8.000000	65.686407	0.170532	0.648765	1.694995	-0.126794	14.680176	0.156836	0.315137	1.177734	0.233594	358.253467	0.028780	2.000000	14.000000
22102709.000000	5.000000	13.000000	98.037792	0.330936	0.557207	0.839906	0.102882	0.009033	0.789136	0.252588	0.000000	3.589258	344.584319	0.035876	2.000000	14.000000
22102709.000000	5.000000	2.000000	94.952266	0.125910	0.489231	1.033118	0.207216	10.414185	0.854340	0.000000	0.250000	-0.999988	343.478292	0.036305	2.000000	15.000000
22102709.000000	5.000000	22.000000	85.470864	0.235003	1.206725	1.343986	-0.028513	0.009033	0.797925	0.252075	0.000000	0.699634	344.566862	0.035487	2.000000	14.000000
22102709.000000	5.000000	29.000000	57.547562	-0.010978	0.325067	1.504497	-0.043774	11.533790	0.880042	0.000346	0.047111	-0.165775	343.440924	0.040090	2.000000	13.000000
22102709.000000	5.000000	34.000000	5.227316	0.032733	0.922644	1.623330	-0.148731	11.296387	0.955469	0.000000	1.485352	-0.632422	345.806092	0.024946	2.000000	16.000000
22102709.000000	5.000000	9.000000	71.473697	0.046204	0.574215	0.742125	0.359425	6.776611	0.258716	0.157056	1.100342	0.015186	346.769076	0.039142	2.000000	14.000000
22102709.000000	5.000000	30.000000	78.973414	0.370764	0.176759	0.210891	0.060589	72.506714	-0.548999	2.067871	0.029053	-0.102881	379.754379	0.031781	2.000000	13.000000
22102709.000000	5.000000	28.000000	16.752908	0.118140	0.455806	1.072255	0.270481	5.607391	0.086322	0.190680	0.001892	0.177161	346.728396	0.030193	2.000000	16.000000
22102709.000000	5.000000	38.000000	14.008674	0.311950	0.998785	1.750961	-0.056963	10.189857	1.072958	0.000000	0.026871	-0.974197	343.293738	0.028070	2.000000	16.000000
