subID	modeli	name	Mp	delta	wp	scl	delta2	nll	nllsd	success	iterations
22102408	2	dnLinear	2.07582565030316	0.346381019020919	NaN	0	NaN	184.740767211779	0.0399578558094234	2	23
22102408	3	DNM	0.000158309936523438	0.132530975341797	0.222464370727539	NaN	NaN	166.737481299796	0.0411050940618578	2	26
22102408	4	dnDNM	1.66893005371094e-05	0.164624500274658	0.217948246002197	0	NaN	166.744631031569	0.0474108633847403	1	27
22102408	5	dnDNMExtened	0.000158309936523438	0.179019165039063	0.218175888061523	0.00257110595703125	-0.882602310180664	166.669988832393	0.0375233093936016	2	20
22102409	1	McFadden	22.7646229788661	3.69692528545857	NaN	NaN	NaN	375.78816804859	0.038850862080452	1	27
22102409	2	dnLinear	22.5860540053109	3.70556338876486	NaN	4.35009133070707e-05	NaN	375.761811284216	0.0395395746297911	2	20
22102409	3	DNM	22.3986428670178	3.99992670607171	0	NaN	NaN	375.756062887776	0.0347373223545474	2	17
22102409	4	dnDNM	21.9861155801391	3.99999999999891	0	0	NaN	375.774251754323	0.0388261604813007	2	16
22102409	5	dnDNMExtened	22.4283040374285	3.29959427169524	0	0.0023684948682785	-0.999921309808269	375.809146166239	0.0311195687224941	2	27
22102410	1	McFadden	4.17345881462097	0.897010809183121	NaN	NaN	NaN	260.551110366449	0.0297869351045386	2	23
22102410	2	dnLinear	4.09672027958914	0.950496327548535	NaN	0	NaN	260.582282333052	0.0288789780183872	2	24
22102410	3	DNM	0.0197963714599609	0.974077987670899	0.198624038696289	NaN	NaN	258.51177447521	0.0386561029726933	2	11
22102410	4	dnDNM	0.00205083478977031	0.920178880030289	0.200357308995808	9.54034658207092e-05	NaN	258.497945618661	0.0342687975493859	1	26
22102410	5	dnDNMExtened	0.00299072265625	0.9876953125	0.200335693359375	0	-0.891845703125	258.540315292068	0.0379888566009774	2	16
22102501	1	McFadden	20.9741272926331	-0.0476493835449219	NaN	NaN	NaN	269.156252564427	0.0258224734131182	2	18
22102501	2	dnLinear	20.5142068550922	4.10666689275307e-06	NaN	0	NaN	269.187984434283	0.0366076842094156	2	23
22102501	3	DNM	10.9659503698349	-0.0296589136123657	0.102694773674011	NaN	NaN	268.335573467419	0.0314803023376187	1	21
22102501	4	dnDNM	11.4337115287781	-0.00987730026245118	0.0924273490905761	0.158247709274292	NaN	268.413569563611	0.0306855399177303	2	13
22102501	5	dnDNMExtened	9.43426648806781	-0.0221465141512454	0.117050199396908	0.112253581173718	1.37120641935617	268.374869375572	0.0294249974170543	2	31
22102502	1	McFadden	6.30253649118822	0.989394354308024	NaN	NaN	NaN	169.916125933899	0.0436280071530519	1	23
22102502	2	dnLinear	2.28025054931641	3.99999542236328	NaN	1.7760009765625	NaN	158.913985819101	0.0452224148813593	2	21
22102502	3	DNM	1.9785912286352e-07	0.584946129609718	0.160592806867573	NaN	NaN	155.436005096512	0.0273182580893195	1	29
22102502	4	dnDNM	3.10899340547621e-05	3.13327954469132	0.0588608145539183	1.48887372121681	NaN	146.946820208679	0.0298552712511345	2	34
22102502	5	dnDNMExtened	8.30538497211819e-05	3.99999999999973	0.0500246891061579	1.60967458119285	-0.999999922890129	145.858372667112	0.0312067468064252	2	26
22102503	1	McFadden	39.3578548431396	0.164192199707031	NaN	NaN	NaN	350.088182472737	0.0288171489910905	2	12
22102503	2	dnLinear	32.4813697114587	0.273406372964382	NaN	4	NaN	346.860236151505	0.0359665664813773	1	24
22102503	3	DNM	1.02987015247345	0.251917171478272	0.387959313392639	NaN	NaN	348.737782101211	0.0330018908994042	2	11
22102503	4	dnDNM	0.00408158361096866	0.490136678208364	0.298375867930008	3.99997149180854	NaN	342.977486661707	0.0260634414084205	1	24
22102503	5	dnDNMExtened	2.11002770811319e-10	0.0645585837322869	0.308769616644713	4	3.99999999999564	335.147235383494	0.0303170298774639	1	31
22102504	1	McFadden	1.97695453260349	0.654371333723611	NaN	NaN	NaN	244.356895437915	0.0320226807955598	1	31
22102504	2	dnLinear	1.82149410247803	0.78655424118042	NaN	0.43913459777832	NaN	244.21748993677	0.0356406336254238	2	15
22102504	3	DNM	1.59079703688622	0.544404947757721	0.0403516829013825	NaN	NaN	244.214682977948	0.0304608049102715	2	32
22102504	4	dnDNM	1.79685211181641	0.725149536132813	0	0.495574951171875	NaN	244.225208093462	0.0309780027309833	2	13
22102504	5	dnDNMExtened	1.48282153625041	0.642997358459979	0.0354009316302836	0.404778132215142	-0.0960626038722694	244.195033643232	0.0330183625730419	2	30
22102505	1	McFadden	7.0362187092469	-0.439513274098863	NaN	NaN	NaN	257.01421604121	0.0323918745567281	2	19
22102505	2	dnLinear	7.15951508004218	-0.463799142744392	NaN	0.0120887411758304	NaN	256.974281091678	0.0305939658958138	1	30
22102505	3	DNM	7.04332198668271	-0.437498985044658	0	NaN	NaN	257.031186149337	0.0361385102648443	1	26
22102505	4	dnDNM	7.00536576611921	-0.44535543397069	1.72108411744532e-07	0	NaN	256.950760296199	0.0383095082855094	1	36
22102505	5	dnDNMExtened	4.71612548828125	-0.1451416015625	8.54492187499778e-05	3.5	-0.96973876953125	256.517752096888	0.0317115348200713	2	17
22102701	1	McFadden	28.8402787875093	-0.314564935080125	NaN	NaN	NaN	212.246209508452	0.0412206681850118	2	21
22102701	2	dnLinear	28.6401741966838	-0.304620474018157	NaN	0	NaN	212.232559072554	0.0517220406249499	1	23
22102701	3	DNM	28.60205078125	-0.3084716796875	0	NaN	NaN	212.263247743586	0.0294135808709085	2	13
22102701	4	dnDNM	28.7931442260742	-0.310993957519531	0	0	NaN	212.267830117641	0.0394119597829362	2	14
22102701	5	dnDNMExtened	28.6302583664656	-0.305136263370514	0	0.000139519572257996	-0.322803670167923	212.2649242966	0.0359506078069433	2	19
22102702	1	McFadden	13.568359375	0.4381591796875	NaN	NaN	NaN	324.81254231956	0.039451402649516	2	11
22102702	2	dnLinear	8.63411939144135	0.892070770263672	NaN	4	NaN	321.453951053554	0.0371676835657109	1	25
